base_id	name	category_id	subgroup	confidence	source	observed_version	status
3019	氷竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3020	雷竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3021	黒竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3022	緑竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3023	銀竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3024	金竜鱗超重鎧	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3025	亀の甲羅	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3026	サンダープレート	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3028	ゴールドクロス	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3031	オメガパーツ『重鎧』	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3032	パワードスーツ	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3033	ダマスカスヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3034	パワーヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
3035	ホーリーヘビィメイル	6	Amr2	confirmed	ipa-v5.10-static	5.10	selectable
0153	シールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0154	ミスリルシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0155	ロイヤルシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0156	カイザーシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0157	エンシェントシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0158	ドラゴンシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0159	アダマントシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0160	神魔シールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3501	竜騎士の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3502	水鏡の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3503	神の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3508	マジックアローガード	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3509	ファイヤーガード	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3510	ブリザードガード	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3511	サンダーガード	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3512	ニュークリアガード	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3513	ルーンシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3514	雷竜の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3517	ブルーメタルシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3518	王家の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3521	竜攻障壁	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3522	クルセイダーシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3523	タワーシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3526	闘神の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3527	ボーンシールド	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3528	歪んだ障壁	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3529	金剛障壁	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3530	怪しい盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3534	天竜の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3535	オメガパーツ『盾』	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3538	戦友の盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
3539	八岐大蛇の鱗盾	7	Shi	confirmed	ipa-v5.10-static	5.10	selectable
0161	ガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0162	ミスリルガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0163	ロイヤルガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0164	カイザーガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0165	エンシェントガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0166	ドラゴンガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0167	アダマントガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0168	神魔ガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4001	盗賊の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4002	忍者の手甲	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4003	パワーリスト	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4004	ナイトガントレット	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4005	銀の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4006	魔法の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4007	狂戦士の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4008	深紅の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4009	将軍の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4010	氷竜の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4012	十の手足	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4013	ファイナルビート	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4014	亡霊の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4015	星降る腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4016	光る腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4017	白い腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4018	黒い腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4019	ゴッドハンド	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4020	死竜の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4021	黄金の腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4022	奇跡の腕輪	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4023	武神の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4024	源氏の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4025	オメガパーツ『小手』	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4026	激闘の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
4027	竜人王の小手	8	Gnt	confirmed	ipa-v5.10-static	5.10	selectable
0169	ワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0170	ミスリルワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0171	ロイヤルワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0172	カイザーワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0173	エンシェントワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0174	ドラゴンワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0175	アダマントワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0176	神魔ワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4501	ウィザードワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4502	森の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4503	神の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4504	竜の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4505	マジックワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4506	ファイアーワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4507	アイスワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4508	サンダーワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4509	ニュークリアワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4510	ネクロマンサーの杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4511	魔力を帯びた杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4512	燃えさかる杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4513	凍りついた杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4514	帯電した杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4515	魔竜の牙杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4516	火竜の牙杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4517	氷竜の牙杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4518	雷竜の牙杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4519	神竜の牙杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4520	核暴走	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4521	ルーンスタッフ	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4524	暗黒魔導士の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4525	大魔導師の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4526	魔女の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4528	ダークワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4529	ルミナスワンド	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4530	隠者の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4531	隕石の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4532	悪魔の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4533	古竜の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4534	ねじれの杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
4535	魔王の杖	9	Wnd1	confirmed	ipa-v5.10-static	5.10	selectable
0177	ロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0178	ミスリルロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0179	ロイヤルロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0180	カイザーロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0181	エンシェントロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0182	ドラゴンロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0183	アダマントロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0184	神魔ロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5001	プリーストロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5002	ヒールロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5003	ヒールプラスロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5004	パーティヒールロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5005	癒しのタブレット	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5006	回復のタブレット	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5007	神秘のタブレット	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5008	令嬢の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5009	ナイチンゲール	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5010	エルフの杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5011	バリアロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5012	白魔導士の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5013	王女の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5014	精霊の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5015	エンジェルロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5016	スターロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5017	ミストロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5018	プラチナロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5019	レイズロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5020	ドリームロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5021	プロテクトロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5022	光の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5023	タートルロッド	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5024	王者の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
5025	大僧正の杖	10	Wnd2	confirmed	ipa-v5.10-static	5.10	selectable
0185	魔書『魔矢の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0187	魔書『火炎の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0188	魔書『氷結の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0190	魔書『稲妻の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0191	魔書『核力の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0192	神書『回復の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0195	神書『大回復の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0198	神書『全体回復の基礎』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0199	忘却の書『マジックアロー』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0200	忘却の書『スリープクラウド』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0201	忘却の書『ファイアーボール』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0202	忘却の書『ブリザード』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0203	忘却の書『アタックアップ』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0204	忘却の書『サンダーボルト』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0205	忘却の書『ニュークリア』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0206	忘却の書『ヒール』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0207	忘却の書『シールドバリア』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0208	忘却の書『キュア』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0209	忘却の書『ヒールプラス』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0210	忘却の書『マジックバリア』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0211	忘却の書『フルヒール』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0212	忘却の書『パーティヒール』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5501	魔道教典Lv1『魔法の矢』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5502	魔道教典Lv2『眠りの雲』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5503	魔道教典Lv3『炎の玉』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5504	魔道教典Lv4『凍える吹雪』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5505	魔道教典Lv5『狂気の解放』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5506	魔道教典Lv6『神の雷』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5507	魔道教典Lv7『禁断の力』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5508	神聖教典Lv1『癒しの法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5509	神聖教典Lv2『守護の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5510	神聖教典Lv3『治療の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5511	神聖教典Lv4『回復の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5512	神聖教典Lv5『結界の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5513	神聖教典Lv6『女神の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5514	神聖教典Lv7『神秘の法』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5515	呪文書『魔法の矢』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5516	呪文書『眠りの雲』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5517	呪文書『炎の玉』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5518	呪文書『凍える吹雪』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5519	呪文書『狂気の解放』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5520	呪文書『神の雷』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5521	呪文書『禁断の力』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5524	忘却の書Lv5	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5525	忘却の書『炎氷』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5526	忘却の書『雷矢』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5527	忘却の書『幻軍』	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5528	白魔術の極意書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5529	黒魔術の極意書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5530	冒険者マニュアル	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5531	スペルブック	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5532	分厚い本	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5533	賢者の書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5534	攻めの極意書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5537	邪神の書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5538	悪魔教典	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5539	魂のアルバム	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5540	鬼神の技書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5541	達人の技書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5542	魔矢の技書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5543	保身の書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5545	必殺連撃の技書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5546	天罰の書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
5547	進化の書	11	Book	confirmed	ipa-v5.10-static	5.10	selectable
0213	ローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0214	ミスリルローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0215	ロイヤルローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0216	カイザーローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0217	エンシェントローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0218	ドラゴンローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0219	アダマントローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0220	神魔ローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
0229	シープガープ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6001	ニンジャガープ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6002	ナイトクローク	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6003	パラディンクローク	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6004	司祭の法衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6005	力士の帯	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6007	ねじりはちまき	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6008	マジカルローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6009	白のマント	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6010	黒のマント	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6011	ルミナスローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6014	エーテルマント	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6015	毛皮のコート	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6016	聖なる法衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6017	クルセイダークローク	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6018	影のローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6019	天妖の衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6020	角竜の衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6022	霧隠れの衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6023	断罪の黒衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6024	天の羽衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6026	ミラクルローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6027	魔侯爵の衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6028	オメガパーツ『衣』	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6029	偽りのローブ	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6030	神子の法衣	12	Rob	confirmed	ipa-v5.10-static	5.10	selectable
6501	ダイヤモンド	13	Gem	high	save-analysis+wiki	current	selectable
6502	サファイア	13	Gem	high	save-analysis+wiki	current	selectable
6503	ラピスラズリ	13	Gem	high	save-analysis+wiki	current	selectable
6504	エメラルド	13	Gem	high	save-analysis+wiki	current	selectable
6505	ムーンストーン	13	Gem	high	save-analysis+wiki	current	selectable
6506	ブラッドストーン	13	Gem	high	save-analysis+wiki	current	selectable
6507	ルビー	13	Gem	high	save-analysis+wiki	current	selectable
6508	アクアマリン	13	Gem	high	save-analysis+wiki	current	selectable
6509	ガーネット	13	Gem	high	save-analysis+wiki	current	selectable
6510	トパーズ	13	Gem	high	save-analysis+wiki	current	selectable
6511	ターコイズ	13	Gem	high	save-analysis+wiki	current	selectable
6512	アメジスト	13	Gem	high	save-analysis+wiki	current	selectable
6513	オブシディアン	13	Gem	high	save-analysis+wiki	current	selectable
6514	ブラックオパール	13	Gem	high	save-analysis+wiki	current	selectable
6515	オパール	13	Gem	high	save-analysis+wiki	current	selectable
6516	ジルコン	13	Gem	high	save-analysis+wiki	current	selectable
6517	トルマリン	13	Gem	high	save-analysis+wiki	current	selectable
6518	パール	13	Gem	high	save-analysis+wiki	current	selectable
6519	クリスタル	13	Gem	high	save-analysis+wiki	current	selectable
6520	キャッツアイ	13	Gem	high	save-analysis+wiki	current	selectable
6521	アレクサンドライト	13	Gem	high	save-analysis+wiki	current	selectable
6522	マラカイト	13	Gem	high	save-analysis+wiki	current	selectable
6523	ローズクォーツ	13	Gem	high	save-analysis+wiki	current	selectable
6524	ヘリオライト	13	Gem	high	save-analysis+wiki	current	selectable
6525	アパタイト	13	Gem	high	save-analysis+wiki	current	selectable
6526	インカローズ	13	Gem	high	save-analysis+wiki	current	selectable
6527	クォーツ	13	Gem	high	save-analysis+wiki	current	selectable
6528	マーブル	13	Gem	high	save-analysis+wiki	current	selectable
6529	アマゾナイト	13	Gem	high	save-analysis+wiki	current	selectable
6530	アンモライト	13	Gem	high	save-analysis+wiki	current	selectable
6531	スピネル	13	Gem	high	save-analysis+wiki	current	selectable
6532	タイガーズアイ	13	Gem	high	save-analysis+wiki	current	selectable
6533	タンザナイト	13	Gem	high	save-analysis+wiki	current	selectable
6534	フローライト	13	Gem	high	save-analysis+wiki	current	selectable
6535	ヘリオドール	13	Gem	high	save-analysis+wiki	current	selectable
6536	ペリドット	13	Gem	high	save-analysis+wiki	current	selectable
6537	ユークレース	13	Gem	high	save-analysis+wiki	current	selectable
6538	カーネリアン	13	Gem	high	save-analysis+wiki	current	selectable
6539	サンストーン	13	Gem	high	save-analysis+wiki	current	selectable
6540	セレスタイト	13	Gem	high	save-analysis+wiki	current	selectable
6541	チタナイト	13	Gem	high	save-analysis+wiki	current	selectable
6542	アズライト	13	Gem	high	save-analysis+wiki	current	selectable
6543	アンバー	13	Gem	high	save-analysis+wiki	current	selectable
6544	カイヤナイト	13	Gem	high	save-analysis+wiki	current	selectable
6545	ジェダイト	13	Gem	high	save-analysis+wiki	current	selectable
6546	ハイアシンス	13	Gem	high	save-analysis+wiki	current	selectable
6547	パイロープ	13	Gem	high	save-analysis+wiki	current	selectable
6548	モルガナイト	13	Gem	high	save-analysis+wiki	current	selectable
6549	ルチル	13	Gem	high	save-analysis+wiki	current	selectable
6550	アイオライト	13	Gem	high	save-analysis+wiki	current	selectable
6551	ヴィリュアイト	13	Gem	high	save-analysis+wiki	current	selectable
6552	カルサイト	13	Gem	high	save-analysis+wiki	current	selectable
6553	クンツァイト	13	Gem	high	save-analysis+wiki	current	selectable
6554	スフェーン	13	Gem	high	save-analysis+wiki	current	selectable
6555	ゾイサイト	13	Gem	high	save-analysis+wiki	current	selectable
6556	トリフェーン	13	Gem	high	save-analysis+wiki	current	selectable
6557	プラシオライト	13	Gem	high	save-analysis+wiki	current	selectable
0230	盗賊の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0231	大盗賊の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0232	怪盗の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0233	大怪盗の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0234	忍者の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0235	隠遁者の小道具	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0238	生命の護符40	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0239	生命の護符60	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0240	生命の護符80	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0241	生命の護符100	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0242	生命の護符150	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0247	結界のオーブ	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0252	魔導士の杖	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0253	爆炎の杖	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0254	吹雪の杖	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0255	稲妻の杖	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0256	核の杖	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
0257	行商人お断りの札	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7001	頭陀袋	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7002	座敷童子の頭巾	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7003	幸運のコイン	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7004	奇跡のコイン	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7005	火竜の秘石	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7006	氷竜の秘石	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7007	雷竜の秘石	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7008	先制の指輪	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7009	鈍足の指輪	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7010	神秘の石	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7011	賢者の石	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7012	吸血鬼の杯	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
7013	恐竜の卵	14	Oth	confirmed	ipa-v5.10-static	5.10	selectable
